------------Training error values------------
-0.831867 0 0.346001
-0.994912 0 0.494925
0.884455 0 0.39113
--------
-0.526069 0 0.138374
0.809923 0 0.327988
-0.669805 1 1.39412
0.950577 0 0.451798
0.873246 0 0.381279
0.993136 0 0.49316
-0.990828 0 0.49087
-0.758897 0 0.287962
0.675595 0 0.228214
-0.115553 0 0.00667622
--------
-0.998398 0 0.4984
-0.314942 0 0.0495941
-0.737165 0 0.271706
0.933487 0 0.435699
0.970763 0 0.47119
0.962169 0 0.462884
-0.974255 0 0.474587
-0.18764 0 0.0176043
0.893881 0 0.399512
-0.968198 1 1.9369
--------
0.998868 0 0.498868
0.322307 0 0.051941
-0.942406 0 0.444064
0.924222 0 0.427093
-0.47451 1 1.08709
0.975281 0 0.475586
-0.997731 0 0.497734
-0.924682 0 0.427518
-0.923838 0 0.426739
-0.984285 0 0.484409
--------
-0.791416 0 0.31317
0.45609 0 0.104009
0.499214 1 0.125393
0.460293 0 0.105935
0.263006 0 0.034586
0.999744 0 0.499744
-0.373838 0 0.0698775
-0.836366 0 0.349754
0.998822 0 0.498823
0.687914 0 0.236613
--------
-0.999265 0 0.499266
-0.467749 0 0.109395
-0.97354 0 0.47389
0.464178 0 0.107731
0.970648 0 0.471079
0.829264 0 0.34384
-0.506452 1 1.1347
0.913931 0 0.417635
0.977899 0 0.478143
-0.913639 0 0.417368
--------
-0.971929 0 0.472323
0.960331 1 0.000786795
0.972843 0 0.473211
0.20283 0 0.0205699
-0.571054 0 0.163051
0.992913 0 0.492938
-0.528506 0 0.139659
-0.194898 0 0.0189925
0.00943872 0 4.45447e-005
-0.400815 0 0.0803265
--------
-0.966529 0 0.467089
0.68611 0 0.235374
0.326533 0 0.0533119
0.332009 0 0.055115
0.879345 0 0.386624
0.919256 0 0.422516
-0.763656 0 0.291585
-0.267231 0 0.0357062
0.635917 1 0.0662783
0.173581 0 0.0150652
--------
-0.391956 0 0.0768146
0.946502 0 0.447933
0.22173 0 0.0245821
0.995855 0 0.495864
-0.0976528 0 0.00476803
0.998271 0 0.498273
-0.986345 0 0.486439
-0.942338 0 0.444
0.838831 0 0.351818
-0.922766 1 1.84851
--------
-0.999457 1 1.99891
-0.782102 0 0.305842
-0.963411 0 0.464081
0.412062 0 0.0848977
0.991648 0 0.491683
-0.588018 0 0.172882
0.435774 0 0.0949495
-0.53248 0 0.141768
0.977981 0 0.478224
-0.420631 0 0.0884651
--------
-0.98743 0 0.487509
-0.093883 0 0.00440701
0.89572 0 0.401158
-0.20176 0 0.0203535
-0.670325 0 0.224667
0.991495 0 0.491531
0.23307 1 0.294091
0.032145 0 0.000516651
0.897386 0 0.402651
-0.143802 0 0.0103396
--------
-0.99978 0 0.49978
0.229708 0 0.0263829
-0.376388 0 0.0708341
0.0372152 0 0.000692486
0.969575 0 0.470038
0.770379 0 0.296742
0.112296 1 0.394009
-0.956418 0 0.457368
0.965368 0 0.465968
-0.925587 0 0.428356
--------
-0.973231 0 0.473589
0.986138 0 0.486234
-0.935796 0 0.437857
0.999428 0 0.499428
0.965993 0 0.466572
0.959051 0 0.459889
-0.944582 0 0.446118
0.715495 1 0.0404715
0.93807 0 0.439987
-0.869605 0 0.378106
--------
0.999054 0 0.499054
0.643648 0 0.207141
0.899472 0 0.404525
0.696306 0 0.242421
-0.999901 0 0.499901
0.646222 0 0.208802
-0.593865 0 0.176338
0.238909 0 0.0285387
-0.874565 0 0.382432
-0.835138 1 1.68387
--------
-0.921004 0 0.424125
0.980108 0 0.480306
-0.945503 0 0.446988
0.999892 0 0.499892
0.68046 0 0.231513
0.959154 0 0.459988
-0.99007 0 0.49012
0.311669 0 0.0485688
0.252998 0 0.0320041
-0.991181 1 1.9824
--------
-0.999921 0 0.499921
-0.414831 0 0.0860424
-0.882484 0 0.389389
0.226197 0 0.0255825
0.946221 0 0.447667
-0.169204 0 0.014315
0.599924 0 0.179954
-0.0756585 0 0.00286211
0.974349 1 0.000328992
-0.886942 0 0.393333
--------
0.913199 1 0.00376719
-0.736724 0 0.271381
-0.625162 0 0.195414
0.434675 0 0.0944713
0.809343 0 0.327518
0.993349 0 0.493372
-0.959796 0 0.460604
-0.988982 0 0.489043
0.79778 0 0.318226
-0.724661 0 0.262567
--------
-0.818794 0 0.335212
-0.747274 1 1.52648
0.845722 0 0.357623
-0.987969 0 0.488042
-0.960464 0 0.461246
0.941699 0 0.443399
-0.819037 0 0.335411
-0.738803 0 0.272915
-0.119113 0 0.00709391
-0.998545 0 0.498546
--------
-0.999716 0 0.499716
0.370533 0 0.0686474
0.473831 0 0.112258
0.271777 0 0.0369315
0.599815 1 0.0800742
0.929772 0 0.432238
0.858963 0 0.368909
-0.980576 0 0.480765
0.661335 0 0.218682
-0.712129 0 0.253564
--------
-0.985818 0 0.485918
0.994011 0 0.494029
-0.0170583 0 0.000145493
0.988713 0 0.488777
0.407423 1 0.175574
-0.45886 0 0.105276
-0.51237 0 0.131262
0.820829 0 0.33688
0.884003 0 0.390731
-0.991759 0 0.491793
--------
0.673563 0 0.226844
-0.574107 0 0.164799
0.738288 0 0.272535
-0.577413 0 0.166703
-0.832031 0 0.346138
0.992462 0 0.49249
-0.936842 1 1.87568
-0.906116 0 0.410523
0.678989 0 0.230513
-0.836345 0 0.349737
--------
-0.982915 0 0.483061
0.984101 0 0.484227
0.32591 0 0.0531087
0.354025 0 0.0626669
-0.677009 0 0.229171
-0.947944 0 0.449299
0.974379 0 0.474707
0.919747 1 0.00322031
0.254103 0 0.0322842
-0.982029 0 0.482191
--------
0.882356 0 0.389276
-0.980473 1 1.96114
0.236096 0 0.0278707
-0.214118 0 0.0229233
-0.767495 0 0.294524
0.993756 0 0.493775
-0.997725 0 0.497728
-0.540437 0 0.146036
0.631131 0 0.199163
-0.396183 0 0.0784806
--------
-0.687175 0 0.236105
0.832731 0 0.346721
0.991635 0 0.49167
-0.997315 0 0.497319
0.70974 0 0.251865
0.890893 1 0.00595212
0.983417 0 0.483554
0.940383 0 0.44216
0.806721 0 0.3254
0.999111 0 0.499112
--------
0.913961 0 0.417663
0.856409 0 0.366719
-0.438925 0 0.0963276
0.974861 0 0.475177
-0.879955 0 0.387161
0.965205 0 0.465811
-0.976158 0 0.476442
-0.531533 1 1.1728
-0.561775 0 0.157795
0.649453 0 0.210895
--------
-0.999942 1 1.99988
-0.224701 0 0.0252452
-0.820191 0 0.336357
0.145943 0 0.0106496
0.858302 0 0.368341
-0.552146 0 0.152432
0.797598 0 0.318082
-0.32268 0 0.0520612
0.992599 0 0.492627
-0.950705 0 0.45192
--------
0.996769 0 0.496774
0.976989 0 0.477254
0.093757 0 0.00439519
0.967989 1 0.000512357
-0.990087 0 0.490136
0.677665 0 0.229615
-0.70087 0 0.245609
-0.977312 0 0.47757
-0.632354 0 0.199936
-0.982875 0 0.483021
--------
-0.999082 0 0.499082
-0.438987 0 0.0963549
0.815339 0 0.332389
0.348669 0 0.060785
-0.503388 0 0.1267
0.708681 1 0.0424334
-0.500724 0 0.125362
-0.919374 0 0.422625
0.994624 0 0.494639
-0.974647 0 0.474968
--------
-0.998388 0 0.498389
0.238064 0 0.0283372
-0.882433 0 0.389344
0.997877 0 0.497879
0.999677 0 0.499677
0.538221 0 0.144841
-0.953343 0 0.454431
0.813721 0 0.331071
0.793935 1 0.0212314
-0.704091 0 0.247872
--------
-0.999894 0 0.499894
-0.244278 0 0.0298358
-0.918838 0 0.422131
0.764307 0 0.292082
0.998993 1 5.07105e-007
0.566949 0 0.160715
-0.932013 0 0.434324
0.810281 0 0.328278
0.962949 0 0.463635
-0.755251 0 0.285202
--------
-0.999256 0 0.499256
0.947037 0 0.44844
-0.537228 0 0.144307
0.99413 0 0.494147
0.992511 0 0.492539
0.959983 0 0.460784
-0.893337 0 0.399025
0.878049 1 0.00743602
0.980694 0 0.48088
-0.911411 0 0.415335
--------
-0.911232 0 0.415172
0.851154 1 0.0110775
-0.845415 0 0.357363
0.995873 0 0.495882
-0.896414 0 0.401779
0.560064 0 0.156836
-0.988947 0 0.489008
-0.821141 0 0.337136
-0.47846 0 0.114462
-0.999785 0 0.499785
--------
-0.867861 0 0.376592
-0.284929 0 0.0405922
-0.795765 1 1.61239
0.7826 0 0.306231
0.976781 0 0.47705
0.994835 0 0.494848
-0.907691 0 0.411952
-0.801007 0 0.320806
0.988497 0 0.488563
0.420329 0 0.0883382
--------
-0.998272 0 0.498274
0.738007 0 0.272327
-0.254278 0 0.0323287
0.835905 0 0.349369
0.685249 0 0.234783
0.870091 1 0.00843815
0.299393 0 0.0448182
0.140875 0 0.00992289
0.161291 0 0.0130074
-0.866087 0 0.375053
--------
0.390813 0 0.0763672
0.975276 0 0.475582
-0.547265 0 0.149749
0.99953 0 0.499531
-0.142637 0 0.0101727
0.99368 0 0.4937
-0.979963 0 0.480164
-0.673513 0 0.22681
0.190368 0 0.0181201
-0.929799 1 1.86206
--------
0.99334 0 0.493362
0.991554 0 0.49159
-0.11474 0 0.00658267
0.371754 0 0.0691007
-0.996228 0 0.496235
0.42211 1 0.166978
-0.202311 0 0.0204649
0.768924 0 0.295622
-0.596713 0 0.178033
-0.986884 0 0.48697
--------
-0.998415 0 0.498416
0.866798 0 0.375669
0.108028 0 0.00583505
0.976632 0 0.476905
0.868386 0 0.377048
0.988673 0 0.488738
-0.962179 1 1.92507
-0.0861352 0 0.00370964
0.969553 0 0.470016
-0.976881 0 0.477149
--------
0.997254 0 0.497258
0.555142 0 0.154091
-0.979594 0 0.479802
0.996247 0 0.496254
-0.668828 0 0.223666
0.985982 0 0.48608
-0.959924 0 0.460727
-0.991896 1 1.98382
-0.310354 0 0.0481598
-0.91243 0 0.416264
--------
-0.0440357 0 0.000969572
-0.0802981 0 0.00322389
0.587025 0 0.172299
-0.814603 0 0.331789
-0.0432876 0 0.000936909
0.998336 1 1.38521e-006
-0.941821 0 0.443513
-0.837906 0 0.351043
0.744822 0 0.27738
-0.660445 0 0.218094
--------
-0.999747 0 0.499747
0.584094 0 0.170583
0.557701 0 0.155515
-0.3705 0 0.0686351
0.454486 0 0.103279
0.978395 0 0.478629
0.412483 0 0.085071
-0.978999 0 0.479219
0.963792 0 0.464447
-0.746666 1 1.52542
--------
-0.998907 0 0.498908
0.761608 0 0.290023
0.186101 0 0.0173167
0.850007 0 0.361256
0.898341 0 0.403508
0.972097 0 0.472487
0.690222 0 0.238203
-0.705448 0 0.248828
0.970076 1 0.00044772
0.630813 0 0.198962
--------
-0.998733 0 0.498734
0.651826 0 0.212439
0.684841 0 0.234503
-0.982076 0 0.482237
0.8348 0 0.348446
-0.85525 0 0.365726
0.991334 0 0.491371
0.12917 0 0.00834245
-0.380093 1 0.952328
0.0193998 0 0.000188177
--------
0.967334 0 0.467868
-0.98074 0 0.480925
-0.882236 0 0.38917
0.83209 1 0.0140969
-0.528351 0 0.139577
0.956329 0 0.457283
-0.998697 0 0.498698
-0.863292 0 0.372637
-0.751537 0 0.282404
-0.801008 0 0.320807
--------
-0.98534 0 0.485447
0.669363 0 0.224024
0.991742 0 0.491776
-0.592194 0 0.175347
-0.942761 0 0.444399
0.97041 0 0.470848
-0.756665 1 1.54294
-0.990163 0 0.490211
0.989296 0 0.489353
-0.843159 0 0.355459
--------
-0.999401 0 0.499401
-0.502897 0 0.126453
-0.98662 0 0.48671
0.920457 0 0.423621
0.998285 0 0.498287
0.753367 0 0.283781
-0.917465 0 0.420871
0.602149 0 0.181291
0.847485 0 0.359115
-0.878299 1 1.764
--------
-0.245866 0 0.0302249
0.620031 0 0.192219
0.994847 0 0.49486
-0.884759 0 0.391399
-0.992075 0 0.492107
0.987457 0 0.487536
0.57182 0 0.163489
0.146678 1 0.364079
0.886261 0 0.392729
-0.444975 0 0.0990014
--------
0.0309656 1 0.469514
0.623017 0 0.194075
-0.283584 0 0.0402099
0.534659 0 0.14293
-0.992417 0 0.492445
0.988681 0 0.488745
-0.952512 0 0.45364
-0.967301 0 0.467836
0.836301 0 0.3497
-0.998239 0 0.49824
--------
-0.999468 0 0.499468
0.866703 0 0.375587
0.054584 0 0.00148971
0.26729 0 0.0357221
0.99513 0 0.495142
0.989565 0 0.48962
-0.358383 0 0.0642191
0.28969 1 0.25227
0.962944 0 0.46363
0.749091 0 0.280569
--------
0.321723 0 0.0517529
0.45843 0 0.105079
-0.674444 0 0.227437
0.998865 0 0.498866
-0.235257 0 0.027673
0.944956 1 0.00151494
-0.847487 0 0.359117
0.323709 0 0.0523936
0.92204 0 0.425079
-0.643941 0 0.20733
--------
0.826228 0 0.341326
0.985747 0 0.485848
-0.199186 0 0.0198376
0.998704 0 0.498704
-0.476262 0 0.113413
0.988325 0 0.488393
-0.84055 0 0.353262
-0.98633 1 1.97275
-0.420973 0 0.0886089
-0.622644 0 0.193843
--------
0.999511 0 0.499511
0.0650981 1 0.437021
0.937671 0 0.439614
0.187116 0 0.0175063
-0.999735 0 0.499735
0.338186 0 0.057185
-0.33405 0 0.0557947
-0.716001 0 0.256329
-0.957637 0 0.458534
-0.905078 0 0.409583
--------
0.514281 0 0.132243
-0.414964 1 1.00106
-0.996467 0 0.496473
0.989676 0 0.489729
0.885507 0 0.392061
0.444779 0 0.0989144
-0.997125 0 0.497129
-0.976739 0 0.477009
-0.990586 0 0.49063
-0.996231 0 0.496238
--------
-0.803426 1 1.62617
0.259049 0 0.0335532
0.921776 0 0.424836
-0.996276 0 0.496283
-0.563511 0 0.158772
0.997462 0 0.497465
0.198348 0 0.0196709
-0.993142 0 0.493165
0.989899 0 0.48995
-0.534269 0 0.142722
--------
-0.999496 0 0.499496
0.672874 0 0.226379
0.99913 0 0.49913
-0.967645 0 0.468168
-0.994684 0 0.494699
0.971019 0 0.471439
0.550896 0 0.151743
-0.798121 1 1.61662
0.998414 0 0.498416
-0.837879 0 0.351021
--------
-0.994616 0 0.49463
0.962094 0 0.462813
0.676887 0 0.229088
0.847676 0 0.359277
0.426039 0 0.0907547
0.995613 0 0.495622
0.1325 0 0.00877807
-0.355497 0 0.0631891
0.270678 0 0.0366332
-0.400688 1 0.980963
--------
-0.991196 0 0.491234
0.787026 0 0.309705
-0.949232 1 1.89975
0.99433 0 0.494346
0.984788 0 0.484904
0.95115 0 0.452343
-0.843119 0 0.355425
-0.0511612 0 0.00130873
0.953596 0 0.454672
-0.837516 0 0.350717
--------
0.93966 0 0.441481
-0.378886 0 0.0717771
-0.985557 0 0.485661
0.60056 1 0.0797761
-0.644533 0 0.207712
0.91806 0 0.421417
-0.99413 0 0.494147
-0.975355 0 0.475659
-0.920085 0 0.423279
-0.99919 0 0.49919
--------
0.428296 0 0.0917189
0.996535 0 0.496541
0.970106 0 0.470552
0.693065 0 0.24017
-0.8342 0 0.347944
0.673191 0 0.226593
0.945432 0 0.446921
-0.968306 1 1.93711
-0.315949 0 0.0499119
0.399067 0 0.0796271
--------
-0.619226 0 0.191721
0.502917 0 0.126463
-0.515373 0 0.132805
0.985576 1 0.000104032
0.697596 0 0.24332
0.995942 0 0.495951
-0.981923 0 0.482086
-0.991368 0 0.491405
0.907116 0 0.41143
-0.567253 0 0.160888
--------
-0.994207 0 0.494224
0.938327 0 0.440229
0.745445 1 0.032399
0.140257 0 0.00983607
-0.207567 0 0.021542
0.401378 0 0.0805523
0.446273 0 0.09958
0.555965 0 0.154548
-0.702022 0 0.246418
-0.970554 0 0.470987
--------
-0.999639 0 0.499639
0.867577 0 0.376345
0.0181082 0 0.000163954
0.938321 0 0.440223
0.829008 1 0.0146192
0.983779 0 0.483911
-0.894672 0 0.400219
-0.18354 0 0.0168435
0.989153 0 0.489212
-0.98336 0 0.483499
--------
-0.515558 0 0.1329
0.877472 1 0.00750655
0.912365 0 0.416205
0.192825 0 0.0185907
-0.840438 0 0.353168
0.989421 0 0.489476
-0.903668 0 0.408308
-0.583743 0 0.170378
-0.26242 0 0.0344321
-0.982486 0 0.482639
--------
-0.999939 0 0.499939
0.546382 0 0.149267
0.379644 0 0.0720646
-0.244511 0 0.0298929
-0.242368 0 0.0293711
0.899035 0 0.404132
0.527194 1 0.111773
-0.83144 0 0.345646
0.967146 0 0.467686
-0.982616 0 0.482767
--------
0.973999 0 0.474337
0.986288 0 0.486382
0.778813 1 0.0244618
-0.0651423 0 0.00212176
-0.94717 0 0.448565
0.43139 0 0.0930487
0.713706 0 0.254688
0.0807747 0 0.00326228
-0.744311 0 0.277
0.179551 0 0.0161193
--------
0.335948 0 0.0564305
0.832624 0 0.346631
-0.548736 0 0.150556
0.997955 0 0.497957
0.12323 0 0.00759285
0.99832 0 0.498322
-0.980753 0 0.480939
-0.952315 1 1.90577
0.868862 0 0.37746
-0.857264 0 0.367451
--------
-0.90043 0 0.405387
0.885331 0 0.391906
0.988063 0 0.488135
-0.955001 0 0.456013
-0.973225 0 0.473583
0.998955 1 5.45689e-007
-0.0749922 0 0.00281192
-0.59896 0 0.179377
0.770987 0 0.29721
-0.893507 0 0.399177
--------
0.983276 0 0.483416
0.8111 0 0.328941
-0.91178 0 0.415671
0.982062 0 0.482223
-0.121607 0 0.00739409
0.995076 1 1.21241e-005
-0.984247 0 0.484371
-0.98408 0 0.484207
-0.551503 0 0.152078
-0.978798 0 0.479022
--------
-0.111954 0 0.00626679
0.989997 0 0.490047
0.996644 0 0.496649
0.366004 0 0.0669796
-0.79954 0 0.319632
0.942999 0 0.444623
0.739686 0 0.273568
-0.949733 1 1.90073
-0.886271 0 0.392738
-0.257968 0 0.0332737
--------
0.940397 0 0.442173
0.958644 0 0.459499
-0.956471 0 0.457419
0.998542 0 0.498543
0.300621 1 0.244565
0.995852 0 0.495861
-0.989093 0 0.489153
-0.990929 0 0.49097
-0.298633 0 0.0445909
-0.978048 0 0.478289
--------
-0.999931 1 1.99986
0.275407 0 0.0379246
0.125294 0 0.00784928
-0.485297 0 0.117756
0.630371 0 0.198684
0.919164 0 0.422432
0.892857 0 0.398597
-0.97424 0 0.474571
0.989917 0 0.489967
-0.682607 0 0.232976
--------
-0.999886 0 0.499886
0.189812 0 0.0180143
-0.959742 1 1.92029
0.818013 0 0.334572
0.999386 0 0.499386
0.895722 0 0.401159
0.227648 0 0.0259119
0.283525 0 0.0401932
0.992092 0 0.492123
0.833918 0 0.34771
--------
-0.999972 0 0.499972
-0.599707 0 0.179824
-0.872908 0 0.380984
-0.674157 0 0.227244
0.984059 0 0.484186
0.643419 0 0.206994
-0.118674 1 0.625715
0.0453506 0 0.00102834
0.953644 0 0.454719
-0.763601 0 0.291543
--------
0.997945 0 0.497947
-0.962847 0 0.463537
-0.671267 0 0.2253
0.654376 1 0.059728
-0.962426 0 0.463132
0.992552 0 0.49258
-0.997325 0 0.497329
-0.771295 0 0.297448
-0.000509282 0 1.29684e-007
0.177093 0 0.015681
--------
-0.996139 0 0.496147
0.650751 0 0.211739
0.558931 0 0.156202
-0.519107 0 0.134736
0.922769 0 0.425751
0.926897 0 0.429569
0.206683 1 0.314676
-0.749539 0 0.280904
0.894156 0 0.399758
0.863544 0 0.372854
--------
-0.999909 0 0.499909
-0.676742 0 0.22899
-0.92602 0 0.428757
-0.274486 0 0.0376714
0.997367 1 3.46691e-006
0.349458 0 0.0610604
0.807603 0 0.326111
-0.0283762 0 0.000402604
0.789153 0 0.311381
0.828691 0 0.343365
--------
-0.999971 1 1.99994
-0.783404 0 0.306861
-0.857039 0 0.367258
-0.743777 0 0.276602
0.995932 0 0.495941
-0.0489339 0 0.00119727
0.964092 0 0.464737
-0.74924 0 0.28068
0.967221 0 0.467758
0.917182 0 0.420611
--------
-0.997015 0 0.497019
0.363292 0 0.0659905
0.376233 0 0.0707755
0.627169 0 0.196671
-0.0469096 1 0.54801
0.976008 0 0.476296
-0.899649 0 0.404684
-0.974709 0 0.475029
0.927069 0 0.429728
-0.995515 0 0.495525
--------
-0.999023 0 0.499023
0.814158 0 0.331427
-0.342214 1 0.900769
0.46285 0 0.107115
0.980778 0 0.480963
0.971814 0 0.472211
0.211707 0 0.02241
0.616461 0 0.190012
0.516959 0 0.133623
0.293114 0 0.042958
--------
0.209151 0 0.021872
0.765722 0 0.293165
0.886396 0 0.392849
-0.299899 0 0.0449697
-0.915459 0 0.419033
0.982928 0 0.483073
0.681642 1 0.0506758
-0.620535 0 0.192532
0.80536 0 0.324303
0.119618 0 0.00715426
--------
-0.997652 1 1.99531
0.76586 0 0.29327
0.341467 0 0.0582998
-0.79471 0 0.315782
0.524761 0 0.137687
0.999399 0 0.499399
-0.399484 0 0.0797939
-0.982784 0 0.482932
0.999032 0 0.499032
-0.924224 0 0.427095
--------
-0.970266 1 1.94097
-0.117264 0 0.00687546
0.0879882 0 0.00387096
-0.361306 0 0.065271
-0.929815 0 0.432278
0.909536 0 0.413628
0.683853 0 0.233828
-0.89479 0 0.400324
0.874917 0 0.38274
-0.909491 0 0.413587
--------
-0.999959 1 1.99992
-0.0465641 0 0.00108411
-0.78487 0 0.30801
0.0380793 0 0.000725018
0.83924 0 0.352162
-0.122711 0 0.00752895
0.700105 0 0.245073
-0.0998956 0 0.00498956
0.988707 0 0.488771
-0.971398 0 0.471807
--------
-0.946522 1 1.89447
-0.776191 0 0.301236
0.786556 0 0.309335
-0.974339 0 0.474669
-0.961968 0 0.462691
0.976211 0 0.476494
-0.748017 0 0.279765
-0.187084 0 0.0175002
0.384345 0 0.0738605
-0.99497 0 0.494982
--------
0.950868 0 0.452075
0.926218 0 0.42894
-0.432516 0 0.0935349
0.969135 1 0.000476334
-0.969102 0 0.469579
0.993768 0 0.493788
-0.97905 0 0.479269
-0.838782 0 0.351778
-0.068723 0 0.00236142
-0.975489 0 0.475789
--------
-0.471606 0 0.111206
0.720272 1 0.0391239
0.857463 0 0.367621
-0.0522705 0 0.0013661
-0.435093 0 0.0946529
0.999185 0 0.499185
-0.984413 0 0.484535
-0.495199 0 0.122611
0.617235 0 0.19049
-0.775433 0 0.300648
--------
-0.998996 0 0.498996
0.437822 0 0.0958442
-0.281041 0 0.039492
-0.189166 0 0.0178919
0.975401 0 0.475703
0.515479 0 0.132859
0.650586 1 0.0610452
-0.00312149 0 4.87184e-006
0.645463 0 0.208312
0.669875 0 0.224366
--------
0.606304 0 0.183803
-0.489159 0 0.119638
0.211031 1 0.311236
-0.227154 0 0.0257994
0.191408 0 0.0183184
0.998996 0 0.498997
-0.990861 0 0.490903
-0.81736 0 0.334038
0.79875 0 0.319001
-0.461287 0 0.106393
--------
-0.939684 0 0.441503
0.373359 0 0.0696986
-0.942966 1 1.88756
0.657516 0 0.216164
0.990081 0 0.49013
0.669782 0 0.224304
-0.896321 0 0.401696
-0.564553 0 0.15936
-0.66262 0 0.219533
-0.946227 0 0.447673
--------
-0.972405 0 0.472786
0.964083 0 0.464728
0.947772 0 0.449136
-0.93727 1 1.87651
-0.229724 0 0.0263865
0.766662 0 0.293886
0.143745 0 0.0103313
0.309771 0 0.0479792
-0.0229139 0 0.000262523
-0.868442 0 0.377096
--------
0.190185 0 0.0180852
-0.78446 1 1.59215
-0.822148 0 0.337964
0.649538 0 0.21095
-0.870994 0 0.379315
0.925862 0 0.42861
-0.989858 0 0.48991
0.460268 0 0.105923
-0.613397 0 0.188128
-0.998312 0 0.498313
--------
-0.999965 0 0.499965
0.850693 0 0.361839
0.408366 0 0.0833815
0.115635 0 0.00668572
-0.163177 1 0.676491
0.987252 0 0.487334
-0.257665 0 0.0331956
-0.684346 0 0.234165
0.985308 0 0.485416
-0.994444 0 0.49446
--------
0.997778 0 0.49778
0.992684 1 2.67623e-005
0.40401 0 0.081612
0.985956 0 0.486054
-0.963316 0 0.463989
-0.000783346 0 3.06815e-007
-0.872869 0 0.38095
-0.975626 0 0.475923
-0.991356 0 0.491393
-0.993375 0 0.493397
--------
-0.763308 0 0.29132
0.673641 0 0.226896
0.970863 0 0.471287
-0.893733 0 0.39938
-0.987843 0 0.487917
0.99844 1 1.21629e-006
-0.850021 0 0.361268
-0.933824 0 0.436013
0.949418 0 0.450698
-0.989676 0 0.48973
--------
0.695634 0 0.241954
-0.976139 0 0.476424
-0.934477 0 0.436623
-0.460497 0 0.106029
0.472753 1 0.138995
0.687972 0 0.236653
-0.943285 0 0.444893
-0.945777 0 0.447247
-0.958295 0 0.459165
-0.997846 0 0.497849
--------
-0.999958 0 0.499958
0.323639 0 0.0523712
0.185815 0 0.0172637
-0.305854 0 0.0467733
0.419149 0 0.0878429
0.87525 0 0.383032
0.882153 1 0.00694397
-0.95857 0 0.459428
0.991386 0 0.491423
-0.785157 0 0.308236
--------
0.961597 0 0.462334
0.98327 0 0.483409
0.564192 0 0.159156
0.00551551 0 1.52104e-005
-0.10451 1 0.609971
-0.114638 0 0.00657091
0.795089 0 0.316083
0.988922 0 0.488984
-0.917506 0 0.420908
0.99426 0 0.494276
--------
-0.0674894 0 0.00227741
0.878468 0 0.385853
-0.398244 0 0.0792991
0.99812 0 0.498122
0.352321 0 0.0620651
0.998472 0 0.498473
-0.981499 0 0.48167
-0.927423 1 1.85748
0.905045 0 0.409554
-0.852004 0 0.362955
--------
-0.999364 0 0.499364
0.120413 0 0.0072496
-0.333017 1 0.888467
0.345423 0 0.0596586
0.768451 0 0.295258
0.745503 0 0.277887
0.221055 0 0.0244327
-0.896288 0 0.401666
0.974377 0 0.474705
-0.911373 0 0.4153
--------
-0.356153 0 0.0634223
0.958673 0 0.459527
0.976715 0 0.476986
0.790187 0 0.312197
-0.798764 0 0.319012
0.994507 0 0.494523
-0.870917 0 0.379248
-0.936638 0 0.438645
-0.633243 1 1.33374
-0.869746 0 0.378229
--------
0.412935 0 0.0852575
0.812848 0 0.330361
0.926635 0 0.429326
-0.95843 0 0.459294
-0.997195 0 0.497199
0.934427 0 0.436577
-0.449472 0 0.101013
-0.616234 1 1.30611
0.809379 0 0.327547
-0.988283 0 0.488352
--------
0.763131 0 0.291185
0.902066 0 0.406862
-0.782542 0 0.306186
0.983178 0 0.48332
-0.950454 0 0.451682
0.998231 0 0.498232
-0.977268 0 0.477527
-0.934792 0 0.436918
0.931534 0 0.433878
-0.98074 1 1.96167
--------
-0.987815 0 0.487889
0.924224 0 0.427095
0.773343 1 0.0256867
0.52893 0 0.139883
0.834548 0 0.348235
0.999189 0 0.49919
-0.831508 0 0.345703
-0.439285 0 0.0964856
0.796209 0 0.316975
0.404351 0 0.0817497
--------
-0.671285 1 1.3966
0.109637 0 0.00601018
0.921329 0 0.424423
-0.945023 0 0.446535
-0.994441 0 0.494456
0.988006 0 0.488078
-0.542876 0 0.147357
-0.963774 0 0.46443
0.990925 0 0.490966
-0.972449 0 0.472828
--------
-0.999456 0 0.499457
0.898446 0 0.403603
-0.324509 0 0.0526531
0.349313 0 0.0610099
0.911781 0 0.415672
0.764953 1 0.0276236
0.712607 0 0.253904
0.895941 0 0.401355
-0.239598 0 0.0287037
-0.832432 0 0.346471
--------
-0.909542 0 0.413633
0.507917 1 0.121073
0.396566 0 0.0786325
0.402039 0 0.0808178
0.794617 0 0.315708
0.999358 0 0.499358
-0.991557 0 0.491593
-0.539852 0 0.14572
0.87959 0 0.386839
-0.108869 0 0.00592625
--------
0.873645 0 0.381628
0.821588 0 0.337504
-0.531622 0 0.141311
0.997016 0 0.497021
-0.934012 1 1.8702
0.959945 0 0.460748
-0.791828 0 0.313496
0.993153 0 0.493177
0.961431 0 0.462174
0.116638 0 0.00680226
--------
-0.922697 0 0.425685
0.917459 0 0.420866
0.20877 1 0.313023
0.944646 0 0.446178
0.533203 0 0.142152
0.991131 0 0.49117
-0.837654 0 0.350832
0.371538 0 0.0690201
0.211247 0 0.0223127
-0.392741 0 0.0771228
--------
-0.999671 0 0.499671
0.493885 0 0.121961
0.8897 0 0.395783
-0.957473 0 0.458377
-0.135554 0 0.00918751
0.993976 0 0.493994
0.0951743 0 0.00452907
-0.886921 0 0.393314
0.736429 1 0.034735
